1	03 Aug 20	17:30:15	1	0	0	0	0	0	0	0	0	0	2510	0	0	0	0	0	0	0	0
2	03 Aug 20	17:31:15	1	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0
3	03 Aug 20	17:32:15	1	0	0	0	0	0	0	0	0	0	2817	0	0	0	0	0	0	0	0
4	03 Aug 20	17:33:15	1	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0
5	03 Aug 20	17:34:15	1	0	0	0	0	0	0	0	0	0	3197	0	0	0	0	0	0	0	0
6	03 Aug 20	17:35:15	1	0	0	0	0	0	0	0	0	0	9268	0	0	39	0	0	0	0	0
7	03 Aug 20	17:36:15	1	0	0	0	0	0	0	0	0	0	9224	0	0	0	0	0	0	0	0
8	03 Aug 20	17:37:15	1	0	0	0	0	0	0	0	0	0	9376	0	0	32647	0	0	0	0	0
9	03 Aug 20	17:38:15	1	0	0	0	0	0	0	0	0	0	9725	0	0	172	0	0	0	0	0
10	03 Aug 20	17:39:15	1	0	0	0	0	0	0	0	0	0	7904	0	0	0	0	0	0	0	0
11	03 Aug 20	17:40:15	1	0	0	0	0	0	0	0	0	0	1779	0	0	1	0	0	0	0	0
12	03 Aug 20	17:41:15	1	0	0	0	0	0	0	0	0	0	2977	0	0	0	0	0	0	0	0
13	03 Aug 20	17:42:15	1	0	0	0	0	0	0	0	0	0	4356	0	0	19	0	0	0	0	0
14	03 Aug 20	17:43:15	1	0	0	0	0	0	0	0	0	0	2181	0	0	71	0	0	0	0	0
15	03 Aug 20	17:44:15	1	0	0	0	0	0	0	0	0	0	706	0	0	0	0	0	0	0	0
16	03 Aug 20	17:45:15	1	0	0	0	0	0	0	0	0	0	14149	0	0	0	0	0	0	0	0
17	03 Aug 20	17:46:15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	03 Aug 20	17:47:15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	03 Aug 20	17:48:15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20	03 Aug 20	17:49:15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	03 Aug 20	17:50:15	1	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0
22	03 Aug 20	17:51:15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	03 Aug 20	17:52:15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24	03 Aug 20	17:53:15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	03 Aug 20	17:54:15	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
26	03 Aug 20	17:55:15	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
27	03 Aug 20	17:56:15	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
28	03 Aug 20	17:57:15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
