"0.000","Info","2020-08-03 17:28:45","Service 'cocc_96' : Execution start"
"0.000","Info","Apparatus","Zantiks AD internal Unit"
"0.000","Info","Unit ID","3C208A"
"TIME","TEMPERATURE","VARIABLE","TREATMENT","SERIES","A1","A2","A3","A4","B1","B2","B3","B4","C1","C2","C3","C4","ARENA_ACTIVITY","A1","A2","A3","A4","B1","B2","B3","B4","C1","C2","C3","C4"
"19477.898",,"ARENA_DISTANCES","DARK",324,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"19537.915",,"ARENA_DISTANCES","DARK",325,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"19597.969",,"ARENA_DISTANCES","DARK",326,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"19657.991",,"ARENA_DISTANCES","DARK",327,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"19718.018",,"ARENA_DISTANCES","DARK",328,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"19778.039",,"ARENA_DISTANCES","DARK",329,0,0,0,0,0,7,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"19838.056",,"ARENA_DISTANCES","DARK",330,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"19898.077",,"ARENA_DISTANCES","DARK",331,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000015,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"19958.103",,"ARENA_DISTANCES","DARK",332,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"20018.126",,"ARENA_DISTANCES","DARK",333,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"20078.143",,"ARENA_DISTANCES","DARK",334,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"20138.164",,"ARENA_DISTANCES","DARK",335,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"20198.187",,"ARENA_DISTANCES","DARK",336,0,0,0,0,0,0,0,0,0,7,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.038513,0.000000,0.000000
"20258.207",,"ARENA_DISTANCES","DARK",337,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"20318.234",,"ARENA_DISTANCES","DARK",338,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"20378.251",,"ARENA_DISTANCES","DARK",339,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"20438.274",,"ARENA_DISTANCES","DARK",340,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"20498.298",,"ARENA_DISTANCES","DARK",341,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"20558.315",,"ARENA_DISTANCES","DARK",342,0,0,0,0,7,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"20618.344",,"ARENA_DISTANCES","DARK",343,0,0,0,0,0,0,0,0,0,0,7,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"20678.359",,"ARENA_DISTANCES","DARK",344,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"20738.380",,"ARENA_DISTANCES","DARK",345,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005081,0.000000,0.000000
"20798.403",,"ARENA_DISTANCES","DARK",346,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"20858.423",,"ARENA_DISTANCES","DARK",347,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"20918.477",,"ARENA_DISTANCES","DARK",348,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"20978.499",,"ARENA_DISTANCES","DARK",349,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"21038.523",,"ARENA_DISTANCES","DARK",350,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"21098.543",,"ARENA_DISTANCES","DARK",351,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"21158.568",,"ARENA_DISTANCES","DARK",352,0,0,0,0,0,0,0,0,0,0,6,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"21218.586",,"ARENA_DISTANCES","DARK",353,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"21278.608",,"ARENA_DISTANCES","DARK",354,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"21338.629",,"ARENA_DISTANCES","DARK",355,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"21398.650",,"ARENA_DISTANCES","DARK",356,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"21458.676",,"ARENA_DISTANCES","DARK",357,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"21518.698",,"ARENA_DISTANCES","DARK",358,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"21578.716",,"ARENA_DISTANCES","DARK",359,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"21638.736",,"ARENA_DISTANCES","DARK",360,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"21698.758",,"ARENA_DISTANCES","DARK",361,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"21758.784",,"ARENA_DISTANCES","DARK",362,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"21818.802",,"ARENA_DISTANCES","DARK",363,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"21878.856",,"ARENA_DISTANCES","DARK",364,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"21938.878",,"ARENA_DISTANCES","DARK",365,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"21998.903",,"ARENA_DISTANCES","DARK",366,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"22058.921",,"ARENA_DISTANCES","DARK",367,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"22118.943",,"ARENA_DISTANCES","DARK",368,0,0,0,0,0,6,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"22178.964",,"ARENA_DISTANCES","DARK",369,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"22238.986",,"ARENA_DISTANCES","DARK",370,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"22299.011",,"ARENA_DISTANCES","DARK",371,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"22359.029",,"ARENA_DISTANCES","DARK",372,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"22419.049",,"ARENA_DISTANCES","DARK",373,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"22479.075",,"ARENA_DISTANCES","DARK",374,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"22539.092",,"ARENA_DISTANCES","DARK",375,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"22599.119",,"ARENA_DISTANCES","DARK",376,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"22659.136",,"ARENA_DISTANCES","DARK",377,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"22719.157",,"ARENA_DISTANCES","DARK",378,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"22779.179",,"ARENA_DISTANCES","DARK",379,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"22839.201",,"ARENA_DISTANCES","DARK",380,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"22899.254",,"ARENA_DISTANCES","DARK",381,0,0,0,0,0,0,0,6,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"22959.277",,"ARENA_DISTANCES","DARK",382,0,0,0,0,0,0,0,0,0,6,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"23019.298",,"ARENA_DISTANCES","DARK",383,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"23079.320",,"ARENA_DISTANCES","DARK",384,0,0,0,0,0,0,6,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"23139.346",,"ARENA_DISTANCES","DARK",385,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"23199.364",,"ARENA_DISTANCES","DARK",386,0,0,0,0,0,0,0,6,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"23259.385",,"ARENA_DISTANCES","DARK",387,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"23319.406",,"ARENA_DISTANCES","DARK",388,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"23379.428",,"ARENA_DISTANCES","DARK",389,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"23439.454",,"ARENA_DISTANCES","DARK",390,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"23499.471",,"ARENA_DISTANCES","DARK",391,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"23559.492",,"ARENA_DISTANCES","DARK",392,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"23619.514",,"ARENA_DISTANCES","DARK",393,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"23679.535",,"ARENA_DISTANCES","DARK",394,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"23739.561",,"ARENA_DISTANCES","DARK",395,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"23799.579",,"ARENA_DISTANCES","DARK",396,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"23859.600",,"ARENA_DISTANCES","DARK",397,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"23919.624",,"ARENA_DISTANCES","DARK",398,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"23979.644",,"ARENA_DISTANCES","DARK",399,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"24039.669",,"ARENA_DISTANCES","DARK",400,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"24099.687",,"ARENA_DISTANCES","DARK",401,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"24159.708",,"ARENA_DISTANCES","DARK",402,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"24219.733",,"ARENA_DISTANCES","DARK",403,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"24279.751",,"ARENA_DISTANCES","DARK",404,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"24339.777",,"ARENA_DISTANCES","DARK",405,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"24399.794",,"ARENA_DISTANCES","DARK",406,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"24459.850",,"ARENA_DISTANCES","DARK",407,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"24519.870",,"ARENA_DISTANCES","DARK",408,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"24579.897",,"ARENA_DISTANCES","DARK",409,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"24639.914",,"ARENA_DISTANCES","DARK",410,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"24699.936",,"ARENA_DISTANCES","DARK",411,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"24759.960",,"ARENA_DISTANCES","DARK",412,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"24819.982",,"ARENA_DISTANCES","DARK",413,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"24880.004",,"ARENA_DISTANCES","DARK",414,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"24940.022",,"ARENA_DISTANCES","DARK",415,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"25000.047",,"ARENA_DISTANCES","DARK",416,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"25060.065",,"ARENA_DISTANCES","DARK",417,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"25120.086",,"ARENA_DISTANCES","DARK",418,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"25180.112",,"ARENA_DISTANCES","DARK",419,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"25240.129",,"ARENA_DISTANCES","DARK",420,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"25300.151",,"ARENA_DISTANCES","DARK",421,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"25360.173",,"ARENA_DISTANCES","DARK",422,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"25420.198",,"ARENA_DISTANCES","DARK",423,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"25480.248",,"ARENA_DISTANCES","DARK",424,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"25540.274",,"ARENA_DISTANCES","DARK",425,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"25600.292",,"ARENA_DISTANCES","DARK",426,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"25660.313",,"ARENA_DISTANCES","DARK",427,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"25720.339",,"ARENA_DISTANCES","DARK",428,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"25780.357",,"ARENA_DISTANCES","DARK",429,0,0,0,6,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"25840.378",,"ARENA_DISTANCES","DARK",430,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"25900.399",,"ARENA_DISTANCES","DARK",431,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"25960.421",,"ARENA_DISTANCES","DARK",432,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"26020.448",,"ARENA_DISTANCES","DARK",433,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"26080.464",,"ARENA_DISTANCES","DARK",434,0,0,0,0,0,0,0,0,0,0,0,0,"ARENA_ACTIVITY",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
